code,code_check,title,value
130500,130500,Вино:,белое
130500,130500,Сахар:,сухое
130500,130500,Виноград:,шардоне
130500,130500,Производитель:,Domaine Hubert Lamy
130500,130500,Крепость:,13%
130500,130500,Объем:,0.75 л
130500,130500,Регион:,Бургундия
130500,130500,Год:,2018
130500,130500,Потенциал хранения:,10 лет.
130500,130500,Аппелласьон:,Chassagne-Montrachet 1-er Cru AOC
130500,130500,Категория:,Appellation d'Origine Controlee (AOC)
130500,130500,Декантация:,аэрация
130500,130500,Выдержка в емкости:,Бочка
123618,123618,price,640 ₽
123618,123618,rating,4.3
123618,123618,"Страна, регион:","Испания##, Кастилия Ла Манча"
123618,123618,Вино:,красное
123618,123618,Сахар:,сухое
123618,123618,Виноград:,темпранильо
123618,123618,Производитель:,Bodegas Faustino
123618,123618,Крепость:,13%
123618,123618,Объем:,0.75 л
123618,123618,Регион:,Кастилия Ла Манча
123618,123618,Потенциал хранения:,2-3 года.
123618,123618,Аппелласьон:,Castilla VdT
123618,123618,Категория:,Vino de la Tierra (VdT)
123618,123618,Декантация:,не рекомендуется
123618,123618,Выдержка в емкости:,Бочка
85962,85962,price,124 190 ₽
85962,85962,rating,5.0
85962,85962,"Страна, регион:","Италия##, Тоскана"
85962,85962,Вино:,красное
85962,85962,Сахар:,сухое
85962,85962,Виноград:,каберне совиньон 85%##каберне фран 15%
85962,85962,Производитель:,Tenuta San Guido
85962,85962,Крепость:,13%
85962,85962,Объем:,0.75 л
85962,85962,Регион:,Тоскана
85962,85962,Год:,1997
85962,85962,Потенциал хранения:,25-30 лет.
85962,85962,Аппелласьон:,Bolgheri Sassicaia DOC
85962,85962,Категория:,Denominazione di Origine Controllata (DOC)
85962,85962,Декантация:,аэрация
85962,85962,Выдержка в емкости:,Бочка
127751,127751,price,59 990 ₽
127751,127751,rating,5.0
127751,127751,"Страна, регион:","Испания##, Кастилья и Леон"
127751,127751,Вино:,красное
127751,127751,Сахар:,сухое
127751,127751,Виноград:,тинто фино (темпранильо)##мерло
127751,127751,Производитель:,Bodegas Vega Sicilia
127751,127751,Крепость:,14%
127751,127751,Объем:,0.75 л
127751,127751,Регион:,Кастилья и Леон
127751,127751,Год:,2004
127751,127751,Потенциал хранения:,20-30 лет.
127751,127751,Аппелласьон:,Ribera del Duero DO
127751,127751,Категория:,Denominacion de Origen (DO)
127751,127751,Декантация:,аэрация
127751,127751,Выдержка в емкости:,Бочка
130509,130509,price,9 490 ₽
130509,130509,rating,0.0
130509,130509,"Страна, регион:","Франция##, Бургундия"
130509,130509,Вино:,красное
130509,130509,Сахар:,сухое
130509,130509,Виноград:,пино нуар
130509,130509,Производитель:,Domaine Hubert Lamy
130509,130509,Крепость:,13%
130509,130509,Объем:,0.75 л
130509,130509,Регион:,Бургундия
130509,130509,Год:,2018
130509,130509,Потенциал хранения:,8-10 лет.
130509,130509,Аппелласьон:,Santenay AOC
130509,130509,Категория:,Appellation d'Origine Controlee (AOC)
130509,130509,Выдержка в емкости:,Бочка
130543,130543,price,12 960 ₽
130543,130543,rating,0.0
130543,130543,"Страна, регион:","Италия##, Венето"
130543,130543,Вино:,красное
130543,130543,Сахар:,сухое
130543,130543,Виноград:,каберне совиньон##каберне фран##корвина веронезе##корвиноне
130543,130543,Производитель:,Giuseppe Quintarelli
130543,130543,Крепость:,14%
130543,130543,Объем:,0.75 л
130543,130543,Регион:,Венето
130543,130543,Год:,2019
130543,130543,Потенциал хранения:,7-10 лет.
130543,130543,Аппелласьон:,Veneto IGT
130543,130543,Категория:,Indicazione Geografica Tipica (IGT)
130543,130543,Декантация:,аэрация
130543,130543,Выдержка в емкости:,Бочка
120323,120323,price,66 910 ₽
120323,120323,rating,0.0
120323,120323,"Страна, регион:","Италия##, Марке"
120323,120323,Вино:,красное
120323,120323,Сахар:,сухое
120323,120323,Виноград:,гренаш 100%
120323,120323,Производитель:,Oasi degli Angeli
120323,120323,Крепость:,14%
120323,120323,Объем:,0.75 л
120323,120323,Регион:,Марке
120323,120323,Год:,2015
120323,120323,Потенциал хранения:,18-20 лет.
120323,120323,Аппелласьон:,Marche IGT
120323,120323,Категория:,Indicazione Geografica Tipica (IGT)
120323,120323,Декантация:,аэрация
120323,120323,Выдержка в емкости:,Бочка
120126,120126,price,8 270 ₽
120126,120126,rating,0.0
120126,120126,"Страна, регион:","Франция##, Бургундия"
120126,120126,Вино:,белое
120126,120126,Сахар:,сухое
120126,120126,Виноград:,шардоне 100%
120126,120126,Производитель:,Domaine Alain Gras
120126,120126,Крепость:,13%
120126,120126,Объем:,0.75 л
120126,120126,Регион:,Бургундия
120126,120126,Год:,2018
120126,120126,Потенциал хранения:,7-10 лет.
120126,120126,Аппелласьон:,Saint-Romain AOC
120126,120126,Категория:,Appellation d'Origine Controlee (AOC)
120126,120126,Декантация:,не рекомендуется
120126,120126,Выдержка в емкости:,Бочка
128290,128290,price,16 990 ₽
128290,128290,rating,5.0
128290,128290,"Страна, регион:","Испания##, Кастилья и Леон"
128290,128290,Вино:,красное
128290,128290,Сахар:,сухое
128290,128290,Виноград:,тинто фино (темпранильо) 100%
128290,128290,Производитель:,Bodegas Alion
128290,128290,Крепость:,15%
128290,128290,Объем:,0.75 л
128290,128290,Регион:,Кастилья и Леон
128290,128290,Год:,2017
128290,128290,Потенциал хранения:,10-12 лет.
128290,128290,Аппелласьон:,Ribera del Duero DO
128290,128290,Категория:,Denominacion de Origen (DO)
128290,128290,Декантация:,аэрация
128290,128290,Выдержка в емкости:,Бочка
128292,128292,price,29 490 ₽
128292,128292,rating,0.0
128292,128292,"Страна, регион:","Испания##, Кастилья и Леон"
128292,128292,Вино:,красное
128292,128292,Сахар:,сухое
128292,128292,Виноград:,тинто фино (темпранильо) 100%
128292,128292,Производитель:,Bodegas y Vinedos Pintia
128292,128292,Крепость:,14%
128292,128292,Объем:,1.5 л
128292,128292,Регион:,Кастилья и Леон
128292,128292,Год:,2016
128292,128292,Потенциал хранения:,10-20 лет.
128292,128292,Аппелласьон:,Toro DO
128292,128292,Категория:,Denominacion de Origen (DO)
128292,128292,Декантация:,аэрация
128292,128292,Выдержка в емкости:,Бочка
130508,130508,price,9 990 ₽
130508,130508,rating,5.0
130508,130508,"Страна, регион:","Франция##, Бургундия"
130508,130508,Вино:,красное
130508,130508,Сахар:,сухое
130508,130508,Виноград:,пино нуар
130508,130508,Производитель:,Domaine Hubert Lamy
130508,130508,Крепость:,13%
130508,130508,Объем:,0.75 л
130508,130508,Регион:,Бургундия
130508,130508,Год:,2018
130508,130508,Потенциал хранения:,10-12 лет.
130508,130508,Аппелласьон:,Chassagne-Montrachet AOC
130508,130508,Категория:,Appellation d'Origine Controlee (AOC)
130508,130508,Выдержка в емкости:,Бочка
121235,121235,price,3 650 ₽
121235,121235,rating,4.5
121235,121235,"Страна, регион:","Италия##, Пьемонт"
121235,121235,Вино:,красное
121235,121235,Сахар:,сухое
121235,121235,Виноград:,неббиоло 70%##кроатина 15%##весполина 15%
121235,121235,Производитель:,Colombera & Garella
121235,121235,Крепость:,13%
121235,121235,Объем:,0.75 л
121235,121235,Регион:,Пьемонт
121235,121235,Год:,2018
121235,121235,Потенциал хранения:,5-7 лет.
121235,121235,Аппелласьон:,Coste della Sesia DOC
121235,121235,Категория:,Denominazione di Origine Controllata (DOC)
121235,121235,Декантация:,аэрация
121235,121235,Выдержка в емкости:,Бочка
101682,101682,price,12 960 ₽
101682,101682,rating,0.0
101682,101682,"Страна, регион:","Италия##, Пьемонт"
101682,101682,Вино:,белое
101682,101682,Сахар:,сухое
101682,101682,Виноград:,тиморассо 100%
101682,101682,Производитель:,Vigneti Massa
101682,101682,Крепость:,14%
101682,101682,Объем:,0.75 л
101682,101682,Регион:,Пьемонт
101682,101682,Год:,2012
101682,101682,Потенциал хранения:,10-15 лет.
101682,101682,Категория:,Vino d’Italia
101682,101682,Декантация:,не рекомендуется
101682,101682,Выдержка в емкости:,Нейтральная емкость
131686,131686,price,224 930 ₽
131686,131686,rating,0.0
131686,131686,"Страна, регион:","Испания##, Кастилья и Леон"
131686,131686,Вино:,красное
131686,131686,Сахар:,сухое
131686,131686,Виноград:,каберне совиньон##тинто фино (темпранильо)
131686,131686,Производитель:,Bodegas Vega Sicilia
131686,131686,Крепость:,14%
131686,131686,Объем:,1.5 л
131686,131686,Регион:,Кастилья и Леон
131686,131686,Год:,2009
131686,131686,Потенциал хранения:,35-45 лет.
131686,131686,Аппелласьон:,Ribera del Duero DO
131686,131686,Категория:,Denominacion de Origen (DO)
131686,131686,Декантация:,декантация
131686,131686,Выдержка в емкости:,Бочка
131639,131639,price,11 190 ₽
131639,131639,rating,5.0
131639,131639,"Страна, регион:","Франция##, Бургундия"
131639,131639,Вино:,красное
131639,131639,Сахар:,сухое
131639,131639,Виноград:,пино нуар
131639,131639,Производитель:,Domaine Pierre Gelin
131639,131639,Крепость:,13%
131639,131639,Объем:,0.75 л
131639,131639,Регион:,Бургундия
131639,131639,Год:,2017
131639,131639,Потенциал хранения:,15-20 лет.
131639,131639,Аппелласьон:,Gevrey-Chambertin AOC
131639,131639,Категория:,Appellation d'Origine Controlee (AOC)
131639,131639,Декантация:,аэрация
131639,131639,Выдержка в емкости:,Бочка
131681,131681,price,40 010 ₽
131681,131681,rating,0.0
131681,131681,"Страна, регион:","Испания##, Кастилья и Леон"
131681,131681,Вино:,красное
131681,131681,Сахар:,сухое
131681,131681,Виноград:,тинто фино (темпранильо)
131681,131681,Производитель:,Bodegas Alion
131681,131681,Крепость:,15%
131681,131681,Объем:,1.5 л
131681,131681,Регион:,Кастилья и Леон
131681,131681,Год:,2017
131681,131681,Потенциал хранения:,10-12 лет.
131681,131681,Аппелласьон:,Ribera del Duero DO
131681,131681,Категория:,Denominacion de Origen (DO)
131681,131681,Декантация:,аэрация
131681,131681,Выдержка в емкости:,Бочка
80937,80937,price,165 590 ₽
80937,80937,rating,0.0
80937,80937,"Страна, регион:","Италия##, Тоскана"
80937,80937,Вино:,красное
80937,80937,Сахар:,сухое
80937,80937,Виноград:,каберне совиньон 65%##мерло 30%##каберне фран 5%
80937,80937,Производитель:,Ornellaia
80937,80937,Крепость:,14%
80937,80937,Объем:,1.5 л
80937,80937,Регион:,Тоскана
80937,80937,Год:,2000
80937,80937,Потенциал хранения:,25 лет и более.
80937,80937,Аппелласьон:,Bolgheri Superiore DOC
80937,80937,Категория:,Denominazione di Origine Controllata (DOC)
80937,80937,Декантация:,аэрация
80937,80937,Выдержка в емкости:,Бочка
131638,131638,price,7 490 ₽
131638,131638,rating,4.5
131638,131638,"Страна, регион:","Франция##, Бургундия"
131638,131638,Вино:,красное
131638,131638,Сахар:,сухое
131638,131638,Виноград:,пино нуар
131638,131638,Производитель:,Domaine Pierre Gelin
131638,131638,Крепость:,13%
131638,131638,Объем:,0.75 л
131638,131638,Регион:,Бургундия
131638,131638,Год:,2017
131638,131638,Потенциал хранения:,5-7 лет.
131638,131638,Аппелласьон:,Fixin AOC
131638,131638,Категория:,Appellation d'Origine Controlee (AOC)
131638,131638,Декантация:,аэрация
131638,131638,Выдержка в емкости:,Бочка
131640,131640,price,13 490 ₽
131640,131640,rating,5.0
131640,131640,"Страна, регион:","Франция##, Бургундия"
131640,131640,Вино:,красное
131640,131640,Сахар:,сухое
131640,131640,Виноград:,пино нуар
131640,131640,Производитель:,Domaine Pierre Gelin
131640,131640,Крепость:,13%
131640,131640,Объем:,0.75 л
131640,131640,Регион:,Бургундия
131640,131640,Год:,2017
131640,131640,Потенциал хранения:,10-15 лет.
131640,131640,Аппелласьон:,Fixin 1-er Cru AOC
131640,131640,Категория:,Appellation d'Origine Controlee (AOC)
131640,131640,Декантация:,аэрация
128846,128846,price,5 360 ₽
131640,131640,Выдержка в емкости:,Бочка
128846,128846,rating,0.0
128846,128846,"Страна, регион:","Франция##, Долина Роны"
128846,128846,Вино:,красное
128846,128846,Сахар:,сухое
128846,128846,Виноград:,сира
128846,128846,Производитель:,Jean-Louis Chave
128846,128846,Крепость:,14%
128846,128846,Объем:,0.75 л
128846,128846,Регион:,Долина Роны
128846,128846,Год:,2019
128846,128846,Потенциал хранения:,10-15 и более лет.
128846,128846,Аппелласьон:,Crozes-Hermitage AOC
128846,128846,Категория:,Appellation d'Origine Controlee (AOC)
128846,128846,Декантация:,аэрация
128846,128846,Выдержка в емкости:,Бочка
109371,109371,price,310 490 ₽
109371,109371,rating,0.0
109371,109371,"Страна, регион:","Франция##, Бургундия"
109371,109371,Вино:,красное
109371,109371,Сахар:,сухое
109371,109371,Виноград:,пино нуар 100%
109371,109371,Производитель:,Bouchard Pere & Fils
109371,109371,Крепость:,13%
109371,109371,Объем:,0.75 л
109371,109371,Регион:,Бургундия
109371,109371,Год:,1984
109371,109371,Потенциал хранения:,20-35 лет.
109371,109371,Аппелласьон:,La Romanee Grand Cru AOC
109371,109371,Категория:,Appellation d'Origine Controlee (AOC)
109371,109371,Декантация:,аэрация
109371,109371,Выдержка в емкости:,Бочка
128847,128847,price,5 360 ₽
128847,128847,rating,0.0
128847,128847,"Страна, регион:","Франция##, Долина Роны"
128847,128847,Вино:,белое
128847,128847,Сахар:,сухое
128847,128847,Виноград:,марсан##руссан
128847,128847,Производитель:,Jean-Louis Chave
128847,128847,Крепость:,14%
128847,128847,Объем:,0.75 л
128847,128847,Регион:,Долина Роны
128847,128847,Год:,2019
128847,128847,Потенциал хранения:,15-20 лет.
128847,128847,Аппелласьон:,Crozes-Hermitage AOC
128847,128847,Категория:,Appellation d'Origine Controlee (AOC)
128847,128847,Декантация:,не рекомендуется
128847,128847,Выдержка в емкости:,Бочка
107465,107465,price,122 990 ₽
107465,107465,rating,0.0
107465,107465,"Страна, регион:",Франция
107465,107465,Вино:,белое
107465,107465,Виноград:,шардоне 100%
107465,107465,Производитель:,Olivier Leflaive Freres
107465,107465,Крепость:,13%
107465,107465,Объем:,0.75 л
107465,107465,Год:,2010
107465,107465,Потенциал хранения:,25-30 лет.
107465,107465,Аппелласьон:,Batard-Montrachet Grand Cru AOC
107465,107465,Категория:,Appellation d'Origine Controlee (AOC)
107465,107465,Декантация:,не рекомендуется
107465,107465,Выдержка в емкости:,Бочка
128289,128289,price,31 490 ₽
128289,128289,rating,5.0
128289,128289,"Страна, регион:","Испания##, Кастилья и Леон"
128289,128289,Вино:,красное
128289,128289,Сахар:,сухое
128289,128289,Виноград:,тинто фино (темпранильо)##мерло
128289,128289,Производитель:,Bodegas Vega Sicilia
128289,128289,Крепость:,14%
128289,128289,Объем:,0.75 л
128289,128289,Регион:,Кастилья и Леон
128289,128289,Год:,2016
128289,128289,Потенциал хранения:,20-30 лет.
128289,128289,Аппелласьон:,Ribera del Duero DO
128289,128289,Категория:,Denominacion de Origen (DO)
128289,128289,Декантация:,аэрация
128289,128289,Выдержка в емкости:,Бочка
101637,101637,price,5 290 ₽
101637,101637,rating,0.0
101637,101637,"Страна, регион:",Франция
101637,101637,Вино:,красное
101637,101637,Виноград:,мерло##каберне совиньон##пти вердо
101637,101637,Производитель:,Chateau Haut-Beausejour
101637,101637,Крепость:,13%
101637,101637,Объем:,0.75 л
101637,101637,Год:,2013
101637,101637,Потенциал хранения:,10-15 лет.
101637,101637,Аппелласьон:,Saint-Estephe AOC
101637,101637,Категория:,Appellation d'Origine Controlee (AOC)
101637,101637,Декантация:,аэрация
101637,101637,Выдержка в емкости:,Бочка
108267,108267,price,19 990 ₽
108267,108267,rating,5.0
108267,108267,"Страна, регион:","Франция##, Бордо"
108267,108267,Вино:,красное
108267,108267,Сахар:,сухое
108267,108267,Виноград:,каберне совиньон##мерло##каберне фран##пти вердо
108267,108267,Производитель:,Chateau Calon Segur
108267,108267,Крепость:,13%
108267,108267,Объем:,0.75 л
108267,108267,Регион:,Бордо
108267,108267,Год:,2013
108267,108267,Потенциал хранения:,20-30 лет.
108267,108267,Аппелласьон:,Saint-Estephe AOC
108267,108267,Категория:,3-eme Grand Cru Classe
108267,108267,Декантация:,аэрация
108267,108267,Выдержка в емкости:,Бочка
131678,131678,price,9 440 ₽
131678,131678,rating,4.5
131678,131678,"Страна, регион:","Испания##, Риоха"
131678,131678,Вино:,красное
131678,131678,Сахар:,сухое
131678,131678,Виноград:,темпранильо
131678,131678,Производитель:,Bodegas Benjamin de Rothschild & Vega Sicilia
131678,131678,Крепость:,14%
131678,131678,Объем:,0.75 л
131678,131678,Регион:,Риоха
131678,131678,Год:,2017
131678,131678,Потенциал хранения:,10-15 лет.
131678,131678,Аппелласьон:,Rioja DOCa
131678,131678,Категория:,Denominacion de Origen Calificada (DOCa)
131678,131678,Декантация:,аэрация
131678,131678,Выдержка в емкости:,Бочка
106463,106463,price,2 190 ₽
106463,106463,rating,4.6
106463,106463,"Страна, регион:","Испания##, Кастилья и Леон"
106463,106463,Вино:,белое
106463,106463,Сахар:,сухое
106463,106463,Виноград:,вердехо 100%
106463,106463,Производитель:,Marques de Riscal
106463,106463,Крепость:,13%
106463,106463,Объем:,0.75 л
106463,106463,Регион:,Кастилья и Леон
106463,106463,Год:,2016
106463,106463,Потенциал хранения:,3-5 лет.
106463,106463,Аппелласьон:,Rueda DO
106463,106463,Категория:,Denominacion de Origen (DO)
106463,106463,Декантация:,не рекомендуется
106463,106463,Выдержка в емкости:,Нейтральная емкость
130544,130544,price,32 410 ₽
130544,130544,rating,0.0
130544,130544,"Страна, регион:","Италия##, Венето"
130544,130544,Вино:,красное
130544,130544,Сахар:,сухое
130544,130544,Виноград:,каберне совиньон##каберне фран##корвина веронезе##корвиноне
130544,130544,Производитель:,Giuseppe Quintarelli
130544,130544,Крепость:,14%
130544,130544,Объем:,1.5 л
130544,130544,Регион:,Венето
130544,130544,Год:,2019
130544,130544,Потенциал хранения:,7-10 лет.
130544,130544,Аппелласьон:,Veneto IGT
130544,130544,Категория:,Indicazione Geografica Tipica (IGT)
130544,130544,Декантация:,аэрация
130544,130544,Выдержка в емкости:,Бочка
106299,106299,price,37 990 ₽
106299,106299,rating,0.0
106299,106299,"Страна, регион:",Франция
106299,106299,Вино:,белое
106299,106299,Виноград:,мюскадель##лозе##совиньон гри
106299,106299,Производитель:,Chateau Palmer
106299,106299,Крепость:,14%
106299,106299,Объем:,0.75 л
106299,106299,Год:,2014
106299,106299,Потенциал хранения:,8-10 лет.
106299,106299,Категория:,Vin de France (VDF)
106299,106299,Декантация:,не рекомендуется
106299,106299,Выдержка в емкости:,Бочка
107543,107543,price,6 890 ₽
107543,107543,rating,5.0
107543,107543,"Страна, регион:",Италия
107543,107543,Вино:,красное
107543,107543,Виноград:,пьедироссо 50%##альянико 50%
107543,107543,Производитель:,Marisa Cuomo
107543,107543,Крепость:,14%
107543,107543,Объем:,0.75 л
107543,107543,Год:,2013
107543,107543,Потенциал хранения:,10-15 лет.
107543,107543,Аппелласьон:,Costa d'Amalfi DOC
107543,107543,Категория:,Denominazione di Origine Controllata (DOC)
107543,107543,Декантация:,аэрация
107543,107543,Выдержка в емкости:,Бочка
106638,106638,price,1 990 ₽
106638,106638,rating,4.4
106638,106638,"Страна, регион:",Италия
106638,106638,Вино:,красное
106638,106638,Виноград:,моника 85%##кариньяно 15%
106638,106638,Производитель:,Santadi
106638,106638,Крепость:,14%
106638,106638,Объем:,0.75 л
106638,106638,Год:,2016
106638,106638,Потенциал хранения:,5-7 лет.
106638,106638,Аппелласьон:,Monica di Sardegna DOC
106638,106638,Категория:,Denominazione di Origine Controllata (DOC)
106638,106638,Декантация:,аэрация
106638,106638,Выдержка в емкости:,Нейтральная емкость
104107,104107,price,11 790 ₽
104107,104107,rating,5.0
104107,104107,"Страна, регион:",Франция
104107,104107,Вино:,красное
104107,104107,Виноград:,каберне совиньон 68%##мерло 25%##пти вердо 5%##каберне фран 2%
104107,104107,Производитель:,Chateau Branaire-Ducru
104107,104107,Крепость:,13%
104107,104107,Объем:,0.75 л
104107,104107,Год:,2008
104107,104107,Потенциал хранения:,20 - 25 лет и более.
104107,104107,Аппелласьон:,Saint-Julien AOC
104107,104107,Категория:,4-eme Grand Cru Classe
104107,104107,Декантация:,аэрация
104107,104107,Выдержка в емкости:,Бочка
130536,130536,price,3 850 ₽
130536,130536,rating,5.0
130536,130536,"Страна, регион:","Италия##, Пьемонт"
130536,130536,Вино:,красное
130536,130536,Сахар:,сухое
130536,130536,Виноград:,дольчетто
130536,130536,Производитель:,Cascina delle Rose
130536,130536,Крепость:,13%
130536,130536,Объем:,0.75 л
130536,130536,Регион:,Пьемонт
130536,130536,Год:,2020
130536,130536,Потенциал хранения:,3-5 лет.
130536,130536,Аппелласьон:,Dolcetto d'Alba DOC
130536,130536,Категория:,Denominazione di Origine Controllata (DOC)
130536,130536,Декантация:,аэрация
130536,130536,Выдержка в емкости:,Нейтральная емкость
108125,108125,price,17 990 ₽
108125,108125,rating,0.0
108125,108125,"Страна, регион:",Франция
108125,108125,Вино:,белое
108125,108125,Виноград:,шардоне 100%
108125,108125,Производитель:,Olivier Leflaive Freres
108125,108125,Крепость:,13%
108125,108125,Объем:,0.75 л
108125,108125,Год:,2015
108125,108125,Потенциал хранения:,10-15 лет.
108125,108125,Аппелласьон:,Chassagne-Montrachet AOC
108125,108125,Категория:,Appellation d'Origine Controlee (AOC)
108125,108125,Декантация:,не рекомендуется
108125,108125,Выдержка в емкости:,Бочка
130499,130499,price,14 990 ₽
130499,130499,rating,0.0
130499,130499,"Страна, регион:","Франция##, Бургундия"
130499,130499,Вино:,белое
130499,130499,Сахар:,сухое
130499,130499,Виноград:,шардоне
130499,130499,Производитель:,Domaine Hubert Lamy
130499,130499,Крепость:,13%
130499,130499,Объем:,0.75 л
130499,130499,Регион:,Бургундия
130499,130499,Год:,2018
130499,130499,Потенциал хранения:,8-10 лет.
130499,130499,Аппелласьон:,Chassagne-Montrachet AOC
130499,130499,Категория:,Appellation d'Origine Controlee (AOC)
130499,130499,Декантация:,аэрация
130499,130499,Выдержка в емкости:,Бочка
121259,121259,price,7 440 ₽
121259,121259,rating,0.0
121259,121259,"Страна, регион:","Франция##, Бургундия"
121259,121259,Вино:,красное
121259,121259,Сахар:,сухое
121259,121259,Виноград:,гаме 100%
121259,121259,Производитель:,Domaine Lafarge Vial
121259,121259,Крепость:,13%
121259,121259,Объем:,0.75 л
121259,121259,Регион:,Бургундия
121259,121259,Год:,2018
121259,121259,Потенциал хранения:,7-10 лет.
121259,121259,Аппелласьон:,Chiroubles AOC
121259,121259,Категория:,Appellation d'Origine Controlee (AOC)
121259,121259,Декантация:,не рекомендуется
121259,121259,Выдержка в емкости:,Бочка
121146,121146,price,6 740 ₽
121146,121146,rating,5.0
121146,121146,"Страна, регион:","Франция##, Бургундия"
121146,121146,Вино:,красное
121146,121146,Сахар:,сухое
121146,121146,Виноград:,гаме 100%
121146,121146,Производитель:,Domaine Guy Breton
121146,121146,Крепость:,13%
121146,121146,Объем:,0.75 л
121146,121146,Регион:,Бургундия
121146,121146,Год:,2018
121146,121146,Потенциал хранения:,7-10 лет.
121146,121146,Аппелласьон:,Morgon AOC
121146,121146,Категория:,Appellation d'Origine Controlee (AOC)
121146,121146,Декантация:,аэрация
121146,121146,Выдержка в емкости:,Бочка
96623,96623,price,89 690 ₽
96623,96623,rating,0.0
96623,96623,"Страна, регион:",Италия
96623,96623,Вино:,красное
96623,96623,Виноград:,каберне совиньон 40%##каберне фран 40%##мерло 20%
96623,96623,Производитель:,Giuseppe Quintarelli
96623,96623,Крепость:,15%
96623,96623,Объем:,0.75 л
96623,96623,Год:,2005
96623,96623,Потенциал хранения:,20 лет
96623,96623,Аппелласьон:,Veneto IGT
96623,96623,Категория:,Indicazione Geografica Tipica (IGT)
96623,96623,Декантация:,декантация
96623,96623,Выдержка в емкости:,Нет
121399,121399,price,6 410 ₽
121399,121399,rating,5.0
121399,121399,"Страна, регион:","Франция##, Долина Луары"
121399,121399,Вино:,красное
121399,121399,Сахар:,сухое
121399,121399,Виноград:,гаме##пино нуар
121399,121399,Производитель:,Le Clos du Tue-Boeuf
121399,121399,Крепость:,12%
121399,121399,Объем:,0.75 л
121399,121399,Регион:,Долина Луары
121399,121399,Год:,2015
121399,121399,Потенциал хранения:,7-10 лет.
121399,121399,Аппелласьон:,Coteaux du Giennois AOP
121399,121399,Категория:,Appellation d’Origine Protegee (AOP)
121399,121399,Декантация:,аэрация
121399,121399,Выдержка в емкости:,Бочка
121430,121430,price,3 890 ₽
121430,121430,rating,4.5
121430,121430,"Страна, регион:","Франция##, Долина Луары"
121430,121430,Вино:,красное
121430,121430,Сахар:,сухое
121430,121430,Виноград:,гаме 100%
121430,121430,Производитель:,Le Clos du Tue-Boeuf
121430,121430,Крепость:,11%
121430,121430,Объем:,0.75 л
121430,121430,Регион:,Долина Луары
121430,121430,Год:,2019
121430,121430,Потенциал хранения:,3-5 лет.
121430,121430,Категория:,Vin de France (VDF)
121430,121430,Декантация:,не рекомендуется
121430,121430,Выдержка в емкости:,Бочка
130539,130539,price,5 690 ₽
130539,130539,rating,0.0
130539,130539,"Страна, регион:","Италия##, Пьемонт"
130539,130539,Вино:,красное
130539,130539,Сахар:,сухое
130539,130539,Виноград:,барбера
130539,130539,Производитель:,Cascina delle Rose
130539,130539,Крепость:,15%
130539,130539,Объем:,0.75 л
130539,130539,Регион:,Пьемонт
130539,130539,Год:,2017
130539,130539,Потенциал хранения:,7-10 лет.
130539,130539,Аппелласьон:,Barbera d'Alba DOC
130539,130539,Категория:,Denominazione di Origine Controllata e Garantita (DOCG)
130539,130539,Декантация:,аэрация
128371,128371,price,64 150 ₽
130539,130539,Выдержка в емкости:,Бочка
128371,128371,rating,0.0
128371,128371,"Страна, регион:","Италия##, Тоскана"
128371,128371,Вино:,красное
128371,128371,Сахар:,сухое
128371,128371,Виноград:,мерло 100%
128371,128371,Производитель:,Fattoria Petrolo
128371,128371,Крепость:,14%
128371,128371,Объем:,1.5 л
128371,128371,Регион:,Тоскана
128371,128371,Год:,2018
128371,128371,Потенциал хранения:,20 лет и более.
128371,128371,Аппелласьон:,Val d'Arno di Sopra DOC
128371,128371,Категория:,Denominazione di Origine Controllata (DOC)
128371,128371,Декантация:,аэрация
128371,128371,Выдержка в емкости:,Бочка
128726,128726,price,84 990 ₽
128726,128726,rating,0.0
128726,128726,"Страна, регион:","Франция##, Долина Роны"
128726,128726,Вино:,красное
128726,128726,Сахар:,сухое
128726,128726,Виноград:,вионье##сира
128726,128726,Производитель:,Guigal
128726,128726,Крепость:,14%
128726,128726,Объем:,0.75 л
128726,128726,Регион:,Долина Роны
128726,128726,Год:,2017
128726,128726,Потенциал хранения:,25 и более лет.
128726,128726,Аппелласьон:,Cote Rotie AOC
128726,128726,Категория:,Appellation d'Origine Controlee (AOC)
128726,128726,Декантация:,декантация
128726,128726,Выдержка в емкости:,Бочка
128370,128370,price,31 030 ₽
128370,128370,rating,5.0
128370,128370,"Страна, регион:","Италия##, Тоскана"
128370,128370,Вино:,красное
128370,128370,Сахар:,сухое
128370,128370,Виноград:,мерло 100%
128370,128370,Производитель:,Fattoria Petrolo
128370,128370,Крепость:,14%
128370,128370,Объем:,0.75 л
128370,128370,Регион:,Тоскана
128370,128370,Год:,2018
128370,128370,Потенциал хранения:,15-20 лет.
128370,128370,Аппелласьон:,Val d'Arno di Sopra DOC
128370,128370,Категория:,Denominazione di Origine Controllata (DOC)
128370,128370,Декантация:,аэрация
128370,128370,Выдержка в емкости:,Бочка
128456,128456,price,49 990 ₽
128456,128456,rating,5.0
128456,128456,"Страна, регион:","Италия##, Трентино-Альто Адидже"
128456,128456,Вино:,белое
128456,128456,Сахар:,сухое
128456,128456,Виноград:,пино бьянко##совиньон блан##шардоне
128456,128456,Производитель:,Cantina Terlan
128456,128456,Крепость:,13%
128456,128456,Объем:,0.75 л
128456,128456,Регион:,Трентино-Альто Адидже
